order_id,order_date,customer_id,product_id,store_id,quantity,discount,payment_method,gross_revenue,discount_amount,revenue,cost_amount,profit
O0104703,2025-11-20,C01829,P0126,S014,3,0.05,Card,757.2,37.86000000000001,719.34,652.14,67.2
O0104704,2025-10-10,C01443,P0028,S006,4,0.0,Card,6762.6,0.0,6762.6,5191.36,1571.24
O0104705,2025-04-17,C05573,P0165,S014,4,0.0,Card,7728.0,0.0,7728.0,5178.28,2549.72
O0104706,2025-07-13,C02308,P0020,S004,4,0.05,Bank Transfer,989.28,49.464,939.82,684.76,255.06
O0104707,2026-06-26,C03842,P0047,S014,3,0.1,Card,5347.950000000001,534.7950000000001,4813.16,4493.07,320.09
O0104708,2025-01-07,C05121,P0167,S012,5,0.0,Card,8718.300000000001,0.0,8718.3,6322.9,2395.4
O0104709,2026-04-02,C04432,P0062,S011,4,0.15,Card,2216.96,332.544,1884.42,1814.52,69.9
O0104710,2025-05-15,C02699,P0125,S005,4,0.15,Card,7224.72,1083.708,6141.01,5767.08,373.93
O0104711,2025-12-02,C05088,P0141,S014,3,0.2,Card,3696.03,739.206,2956.82,2927.25,29.57
O0104712,2025-06-30,C00385,P0004,S005,2,0.0,Online,2054.12,0.0,2054.12,1289.2,764.92
O0104713,2025-03-28,C03110,P0151,S006,3,0.1,Online,3250.8900000000003,325.08900000000006,2925.8,2393.28,532.52
O0104714,2025-09-06,C03515,P0109,S005,2,0.1,Card,835.5,83.55000000000001,751.95,575.66,176.29
O0104715,2025-09-02,C02290,P0105,S001,2,0.0,Card,3532.26,0.0,3532.26,2889.3,642.96
O0104716,2026-05-19,C02324,P0006,S004,1,0.05,Online,1795.93,89.79650000000001,1706.13,1232.66,473.47
O0104717,2025-04-10,C01476,P0032,S001,4,0.05,Online,3474.32,173.716,3300.6,2523.6,777.0
O0104718,2025-06-14,C03379,P0074,S005,3,0.0,Online,1016.1,0.0,1016.1,752.55,263.55
O0104719,2026-04-05,C00552,P0168,S003,1,0.1,Card,1064.39,106.43900000000002,957.95,899.48,58.47
O0104720,2025-06-20,C05284,P0119,S006,2,0.0,Card,1099.14,0.0,1099.14,799.12,300.02
O0104721,2025-01-10,C05394,P0168,S009,3,0.15,Bank Transfer,3193.17,478.9755,2714.19,2698.44,15.75
O0104722,2025-06-25,C04546,P0056,S006,5,0.15,Bank Transfer,1182.9,177.435,1005.47,997.8,7.67
O0104723,2025-09-07,C00961,P0083,S009,4,0.0,Card,6102.48,0.0,6102.48,5236.12,866.36
O0104724,2025-04-27,C00851,P0074,S013,1,0.1,Online,338.7,33.87,304.83,250.85,53.98
O0104725,2025-03-31,C05592,P0011,S012,3,0.0,Card,942.57,0.0,942.57,780.48,162.09
O0104726,2025-08-25,C04183,P0106,S009,3,0.0,Card,6780.48,0.0,6780.48,4331.19,2449.29
O0104727,2025-01-18,C02700,P0057,S012,2,0.0,Online,3379.02,0.0,3379.02,2153.84,1225.18
O0104728,2026-02-13,C03374,P0055,S007,2,0.1,Card,3813.02,381.302,3431.72,3330.82,100.9
O0104729,2025-08-05,C03505,P0179,S007,1,0.0,Card,901.62,0.0,901.62,785.02,116.6
O0104730,2026-02-06,C02566,P0152,S002,4,0.0,Bank Transfer,8806.24,0.0,8806.24,7089.56,1716.68
O0104731,2025-09-26,C01867,P0060,S002,2,0.1,Card,4323.2,432.32,3890.88,3126.5,764.38
O0104732,2025-01-03,C04189,P0081,S006,4,0.2,Card,3052.84,610.5680000000001,2442.27,2103.2,339.07
O0104733,2026-06-23,C00031,P0009,S007,3,0.1,Card,6449.73,644.973,5804.76,4501.47,1303.29
O0104734,2026-02-24,C05288,P0033,S006,2,0.2,Online,2581.92,516.384,2065.54,1746.64,318.9
O0104735,2025-02-09,C03608,P0175,S009,1,0.1,Bank Transfer,1505.84,150.584,1355.26,1015.07,340.19
O0104736,2025-08-03,C02968,P0004,S010,1,0.0,Cash,1027.06,0.0,1027.06,644.6,382.46
O0104737,2025-12-23,C05720,P0111,S005,2,0.0,Card,2562.04,0.0,2562.04,2226.38,335.66
O0104738,2025-01-11,C04182,P0128,S014,4,0.1,Online,6114.8,611.48,5503.32,5357.68,145.64
O0104739,2025-04-19,C01007,P0148,S013,5,0.1,Card,9159.55,915.9550000000002,8243.6,5722.25,2521.35
O0104740,2026-06-26,C03144,P0122,S008,2,0.0,Card,1706.04,0.0,1706.04,1152.04,554.0
O0104741,2026-02-02,C03485,P0108,S014,5,0.0,Online,6652.9,0.0,6652.9,4565.55,2087.35
O0104742,2026-04-23,C03867,P0157,S013,3,0.1,Card,2342.13,234.213,2107.92,2031.42,76.5
O0104743,2026-05-06,C02787,P0095,S006,2,0.05,Card,5122.92,256.146,4866.77,3552.14,1314.63
O0104744,2025-07-15,C02666,P0029,S005,3,0.2,Cash,4101.99,820.398,3281.59,3519.69,-238.1
O0104745,2026-03-17,C04796,P0067,S014,4,0.1,Card,6077.56,607.7560000000001,5469.8,4272.6,1197.2
O0104746,2026-01-08,C01799,P0008,S005,1,0.0,Bank Transfer,1049.34,0.0,1049.34,861.51,187.83
O0104747,2025-12-03,C04784,P0059,S006,3,0.0,Card,5257.89,0.0,5257.89,4308.9,948.99
O0104748,2025-12-15,C02791,P0135,S008,2,0.0,Card,2088.52,0.0,2088.52,1624.72,463.8
O0104749,2025-04-18,C03387,P0096,S007,3,0.15,Card,6435.66,965.349,5470.31,4597.38,872.93
O0104750,2026-06-23,C03058,P0074,S011,5,0.0,Card,1693.5,0.0,1693.5,1254.25,439.25
O0104751,2025-03-26,C04242,P0155,S011,3,0.0,Card,3325.44,0.0,3325.44,2240.16,1085.28
O0104752,2025-04-10,C00458,P0038,S005,1,0.15,Card,1722.72,258.408,1464.31,1190.37,273.94
O0104753,2026-05-03,C01715,P0100,S012,2,0.2,Card,3929.06,785.812,3143.25,3167.54,-24.29
O0104754,2025-04-27,C05977,P0132,S004,1,0.15,Card,1319.17,197.8755,1121.29,1157.19,-35.9
O0104755,2025-02-07,C00173,P0034,S007,1,0.2,Card,1396.45,279.29,1117.16,888.37,228.79
O0104756,2026-01-01,C03131,P0004,S014,5,0.05,Card,5135.299999999999,256.765,4878.53,3223.0,1655.53
O0104757,2025-06-19,C04271,P0070,S002,5,0.05,Online,4353.75,217.6875,4136.06,3775.55,360.51
O0104758,2025-02-11,C02622,P0150,S004,2,0.05,Online,4307.12,215.356,4091.76,2819.58,1272.18
O0104759,2025-04-14,C00027,P0060,S013,1,0.1,Card,2161.6,216.16,1945.44,1563.25,382.19
O0104760,2026-03-25,C03959,P0166,S005,5,0.0,Bank Transfer,4382.95,0.0,4382.95,3701.1,681.85
O0104761,2025-03-24,C05645,P0128,S011,3,0.2,Cash,4586.1,917.22,3668.88,4018.26,-349.38
O0104762,2025-04-27,C04714,P0094,S008,2,0.1,Card,4978.98,497.898,4481.08,3371.38,1109.7
O0104763,2025-12-22,C00534,P0039,S008,4,0.05,Cash,8045.72,402.28600000000006,7643.43,6598.64,1044.79
O0104764,2026-02-23,C01953,P0130,S007,1,0.05,Card,1051.37,52.5685,998.8,663.21,335.59
O0104765,2025-11-02,C02660,P0013,S005,5,0.05,Card,6092.849999999999,304.6425,5788.21,5140.25,647.96
O0104766,2025-03-25,C01389,P0051,S009,2,0.0,Online,2619.98,0.0,2619.98,1832.66,787.32
O0104767,2025-06-13,C04516,P0086,S004,1,0.1,Online,250.27,25.027,225.24,180.14,45.1
O0104768,2026-02-09,C04022,P0064,S001,1,0.0,Card,1859.28,0.0,1859.28,1486.15,373.13
O0104769,2025-09-11,C03317,P0078,S010,2,0.0,Online,3082.86,0.0,3082.86,2474.96,607.9
O0104770,2025-02-13,C05265,P0052,S010,3,0.0,Card,6265.38,0.0,6265.38,4348.14,1917.24
O0104771,2026-04-25,C03425,P0050,S004,3,0.0,Card,1493.67,0.0,1493.67,1263.24,230.43
O0104772,2025-02-26,C03697,P0090,S010,4,0.0,Card,4475.24,0.0,4475.24,3037.24,1438.0
O0104773,2026-01-09,C02497,P0110,S010,4,0.0,Online,8194.76,0.0,8194.76,5122.92,3071.84
O0104774,2025-01-27,C03954,P0130,S011,4,0.15,Online,4205.48,630.8219999999999,3574.66,2652.84,921.82
O0104775,2025-08-15,C02204,P0027,S010,4,0.15,Online,5020.4,753.06,4267.34,4187.2,80.14
O0104776,2025-12-27,C03928,P0115,S001,1,0.0,Card,1775.31,0.0,1775.31,1262.6,512.71
O0104777,2025-04-02,C00369,P0165,S005,1,0.1,Online,1932.0,193.2,1738.8,1294.57,444.23
O0104778,2025-04-01,C02387,P0112,S014,1,0.0,Online,373.65,0.0,373.65,319.9,53.75
O0104779,2025-12-24,C02563,P0179,S011,4,0.1,Card,3606.48,360.648,3245.83,3140.08,105.75
O0104780,2025-07-18,C01522,P0139,S007,1,0.1,Card,675.32,67.53200000000001,607.79,446.16,161.63
O0104781,2025-05-31,C01269,P0015,S009,2,0.05,Cash,2725.02,136.251,2588.77,2001.82,586.95
O0104782,2026-05-01,C03397,P0171,S009,3,0.05,Card,3640.59,182.0295,3458.56,2934.39,524.17
O0104783,2025-06-11,C02653,P0006,S008,2,0.05,Card,3591.86,179.59300000000002,3412.27,2465.32,946.95
O0104784,2025-06-23,C02767,P0006,S006,4,0.0,Card,7183.72,0.0,7183.72,4930.64,2253.08
O0104785,2026-03-13,C03491,P0162,S007,4,0.0,Online,2645.76,0.0,2645.76,1741.64,904.12
O0104786,2025-03-31,C02415,P0019,S008,3,0.0,Card,3310.05,0.0,3310.05,2212.29,1097.76
O0104787,2025-09-03,C04594,P0048,S004,1,0.05,Card,1900.61,95.0305,1805.58,1575.47,230.11
O0104788,2026-01-01,C01972,P0170,S001,1,0.05,Card,810.29,40.5145,769.78,624.49,145.29
O0104789,2025-02-08,C05252,P0103,S013,2,0.0,Online,3380.72,0.0,3380.72,2800.82,579.9
O0104790,2025-03-28,C00621,P0108,S013,2,0.0,Card,2661.16,0.0,2661.16,1826.22,834.94
O0104791,2026-05-17,C04839,P0034,S012,4,0.0,Bank Transfer,5585.8,0.0,5585.8,3553.48,2032.32
O0104792,2026-02-03,C00139,P0176,S003,1,0.2,Cash,1388.05,277.61,1110.44,862.5,247.94
O0104793,2025-07-01,C00016,P0153,S005,1,0.05,Card,743.36,37.168,706.19,630.22,75.97
O0104794,2025-09-01,C02385,P0115,S003,4,0.05,Cash,7101.24,355.062,6746.18,5050.4,1695.78
O0104795,2025-07-24,C04304,P0091,S009,3,0.05,Bank Transfer,7120.349999999999,356.0175,6764.33,4854.24,1910.09
O0104796,2026-05-26,C02048,P0152,S002,5,0.2,Card,11007.8,2201.56,8806.24,8861.95,-55.71
O0104797,2026-02-10,C03024,P0020,S010,5,0.05,Card,1236.6,61.83,1174.77,855.95,318.82
O0104798,2025-05-07,C04183,P0010,S010,4,0.0,Card,7445.72,0.0,7445.72,5802.12,1643.6
O0104799,2025-02-17,C00754,P0042,S008,3,0.1,Cash,6039.84,603.984,5435.86,5056.56,379.3
O0104800,2025-09-23,C04020,P0132,S001,5,0.05,Card,6595.85,329.7925,6266.06,5785.95,480.11
O0104801,2026-03-16,C03749,P0138,S007,2,0.15,Card,2439.64,365.946,2073.69,1774.9,298.79
O0104802,2026-04-10,C03917,P0140,S004,1,0.0,Online,1774.62,0.0,1774.62,1209.66,564.96
O0104803,2025-02-26,C01501,P0180,S005,1,0.05,Online,102.36,5.118,97.24,83.53,13.71
O0104804,2025-12-21,C05855,P0121,S007,5,0.1,Card,7331.599999999999,733.16,6598.44,5113.65,1484.79
O0104805,2025-09-08,C00720,P0172,S014,1,0.0,Card,920.32,0.0,920.32,592.36,327.96
O0104806,2025-04-22,C04978,P0078,S005,3,0.0,Card,4624.29,0.0,4624.29,3712.44,911.85
O0104807,2025-10-23,C05090,P0175,S008,5,0.05,Online,7529.2,376.46,7152.74,5075.35,2077.39
O0104808,2025-02-08,C04514,P0125,S014,2,0.05,Card,3612.36,180.618,3431.74,2883.54,548.2
O0104809,2025-01-31,C00186,P0052,S005,1,0.15,Card,2088.46,313.269,1775.19,1449.38,325.81
O0104810,2025-11-03,C04932,P0026,S006,1,0.1,Card,2134.82,213.48200000000003,1921.34,1625.66,295.68
O0104811,2025-04-02,C04244,P0055,S003,2,0.1,Cash,3813.02,381.302,3431.72,3330.82,100.9
O0104812,2025-11-07,C03337,P0115,S003,3,0.15,Card,5325.93,798.8895,4527.04,3787.8,739.24
O0104813,2026-06-19,C05671,P0014,S003,1,0.05,Card,1164.0,58.2,1105.8,853.26,252.54
O0104814,2025-04-28,C00243,P0064,S014,3,0.0,Cash,5577.84,0.0,5577.84,4458.45,1119.39
O0104815,2026-01-29,C04846,P0072,S008,4,0.0,Online,1134.68,0.0,1134.68,749.64,385.04
O0104816,2026-03-08,C04529,P0087,S006,2,0.1,Card,2726.92,272.692,2454.23,2069.3,384.93
O0104817,2025-03-12,C02825,P0013,S012,5,0.0,Card,6092.849999999999,0.0,6092.85,5140.25,952.6
O0104818,2025-05-10,C05323,P0084,S004,2,0.0,Card,5139.86,0.0,5139.86,3452.8,1687.06
O0104819,2025-04-27,C04930,P0072,S008,5,0.0,Card,1418.35,0.0,1418.35,937.05,481.3
O0104820,2026-06-15,C04197,P0126,S009,5,0.1,Card,1262.0,126.2,1135.8,1086.9,48.9
O0104821,2025-11-17,C03737,P0123,S002,2,0.0,Card,2875.9,0.0,2875.9,2261.12,614.78
O0104822,2026-01-24,C01539,P0155,S008,2,0.0,Card,2216.96,0.0,2216.96,1493.44,723.52
O0104823,2025-03-07,C02113,P0164,S009,3,0.05,Card,5763.57,288.1785,5475.39,4790.82,684.57
O0104824,2025-11-27,C02224,P0036,S004,2,0.1,Card,146.4,14.64,131.76,97.38,34.38
O0104825,2025-11-01,C03381,P0003,S006,1,0.1,Card,186.86,18.686000000000003,168.17,124.23,43.94
O0104826,2025-12-24,C01983,P0179,S011,2,0.05,Bank Transfer,1803.24,90.162,1713.08,1570.04,143.04
O0104827,2025-09-02,C03168,P0160,S007,1,0.05,Card,1759.2,87.96000000000001,1671.24,1546.04,125.2
O0104828,2025-01-04,C02393,P0066,S002,1,0.1,Card,55.28,5.5280000000000005,49.75,47.85,1.9
O0104829,2025-12-30,C03400,P0043,S011,2,0.1,Online,5512.04,551.2040000000001,4960.84,3572.7,1388.14
O0104830,2025-07-17,C03938,P0045,S004,3,0.2,Card,4577.01,915.402,3661.61,3583.11,78.5
O0104831,2025-05-24,C02938,P0049,S005,1,0.1,Card,2333.36,233.336,2100.02,1749.57,350.45
O0104832,2026-04-19,C01719,P0144,S007,4,0.05,Card,4509.08,225.454,4283.63,3844.92,438.71
O0104833,2025-04-05,C02647,P0065,S003,2,0.15,Card,760.08,114.012,646.07,612.6,33.47
O0104834,2026-05-19,C05933,P0176,S003,2,0.0,Card,2776.1,0.0,2776.1,1725.0,1051.1
O0104835,2025-09-26,C04860,P0145,S014,3,0.15,Card,4098.54,614.781,3483.76,3417.57,66.19
O0104836,2025-04-15,C05585,P0036,S009,1,0.15,Card,73.2,10.98,62.22,48.69,13.53
O0104837,2026-04-07,C05959,P0110,S012,5,0.05,Card,10243.45,512.1725,9731.28,6403.65,3327.63
O0104838,2026-05-06,C00861,P0140,S005,4,0.0,Card,7098.48,0.0,7098.48,4838.64,2259.84
O0104839,2026-06-01,C05241,P0130,S010,2,0.0,Online,2102.74,0.0,2102.74,1326.42,776.32
O0104840,2025-07-23,C01515,P0175,S010,5,0.05,Card,7529.2,376.46,7152.74,5075.35,2077.39
O0104841,2026-05-20,C05937,P0177,S006,4,0.0,Card,9629.76,0.0,9629.76,6502.28,3127.48
O0104842,2026-01-15,C01815,P0132,S005,5,0.0,Card,6595.85,0.0,6595.85,5785.95,809.9
O0104843,2025-08-04,C02180,P0031,S007,3,0.0,Card,3812.19,0.0,3812.19,3185.64,626.55
O0104844,2026-04-23,C01291,P0028,S006,1,0.1,Card,1690.65,169.06500000000003,1521.58,1297.84,223.74
O0104845,2025-10-09,C04304,P0151,S008,3,0.0,Card,3250.8900000000003,0.0,3250.89,2393.28,857.61
O0104846,2025-05-02,C02174,P0152,S004,5,0.0,Card,11007.8,0.0,11007.8,8861.95,2145.85
O0104847,2026-02-14,C01492,P0035,S010,2,0.0,Online,1229.26,0.0,1229.26,975.78,253.48
O0104848,2025-03-16,C05131,P0070,S011,2,0.0,Online,1741.5,0.0,1741.5,1510.22,231.28
O0104849,2025-06-10,C00954,P0127,S005,3,0.05,Online,1937.73,96.8865,1840.84,1536.87,303.97
O0104850,2025-09-16,C03429,P0129,S007,4,0.1,Card,3220.48,322.048,2898.43,2705.4,193.03
O0104851,2025-11-24,C04406,P0027,S002,1,0.0,Card,1255.1,0.0,1255.1,1046.8,208.3
O0104852,2025-12-07,C00805,P0116,S006,2,0.0,Online,2374.22,0.0,2374.22,1839.9,534.32
O0104853,2026-03-25,C01455,P0054,S002,3,0.0,Bank Transfer,3750.0,0.0,3750.0,2653.71,1096.29
O0104854,2025-11-07,C03258,P0180,S008,2,0.15,Online,204.72,30.708,174.01,167.06,6.95
O0104855,2025-10-05,C00020,P0045,S007,5,0.0,Card,7628.35,0.0,7628.35,5971.85,1656.5
O0104856,2026-01-07,C02735,P0070,S011,2,0.1,Online,1741.5,174.15,1567.35,1510.22,57.13
O0104857,2025-10-08,C00139,P0014,S005,2,0.1,Card,2328.0,232.8,2095.2,1706.52,388.68
O0104858,2026-05-17,C05855,P0099,S011,3,0.05,Bank Transfer,7330.92,366.5460000000001,6964.37,4962.03,2002.34
O0104859,2025-08-03,C05913,P0131,S009,3,0.0,Bank Transfer,2424.18,0.0,2424.18,1699.86,724.32
O0104860,2025-03-04,C02759,P0096,S008,4,0.15,Card,8580.88,1287.1319999999998,7293.75,6129.84,1163.91
O0104861,2025-12-03,C02844,P0070,S007,3,0.0,Card,2612.25,0.0,2612.25,2265.33,346.92
O0104862,2026-06-11,C05006,P0136,S007,3,0.0,Card,3112.74,0.0,3112.74,2359.38,753.36
O0104863,2025-04-20,C01137,P0040,S009,1,0.0,Card,1014.6,0.0,1014.6,673.95,340.65
O0104864,2025-03-29,C03950,P0144,S012,3,0.0,Card,3381.81,0.0,3381.81,2883.69,498.12
O0104865,2025-08-20,C05665,P0161,S009,3,0.15,Card,243.66,36.549,207.11,189.0,18.11
O0104866,2026-05-25,C04937,P0057,S009,4,0.0,Online,6758.04,0.0,6758.04,4307.68,2450.36
O0104867,2025-06-01,C01240,P0025,S012,3,0.15,Card,5083.68,762.552,4321.13,3879.69,441.44
O0104868,2026-02-19,C05256,P0139,S010,2,0.15,Card,1350.64,202.596,1148.04,892.32,255.72
O0104869,2025-05-28,C05828,P0161,S007,2,0.0,Card,162.44,0.0,162.44,126.0,36.44
O0104870,2026-03-19,C01876,P0084,S006,3,0.0,Cash,7709.789999999999,0.0,7709.79,5179.2,2530.59
O0104871,2025-05-20,C03633,P0084,S003,4,0.15,Card,10279.72,1541.958,8737.76,6905.6,1832.16
O0104872,2026-04-23,C05691,P0114,S004,2,0.05,Card,851.0,42.55,808.45,539.56,268.89
O0104873,2025-09-30,C01232,P0106,S005,2,0.0,Card,4520.32,0.0,4520.32,2887.46,1632.86
O0104874,2025-03-03,C01361,P0104,S014,4,0.1,Card,340.24,34.024,306.22,298.92,7.3
O0104875,2026-05-29,C02340,P0146,S005,4,0.0,Card,340.8,0.0,340.8,217.72,123.08
O0104876,2025-12-29,C01157,P0143,S014,4,0.15,Card,6440.44,966.066,5474.37,4243.8,1230.57
O0104877,2025-01-03,C03379,P0117,S011,2,0.0,Bank Transfer,619.12,0.0,619.12,500.06,119.06
O0104878,2025-07-08,C02429,P0126,S001,2,0.1,Card,504.8,50.48,454.32,434.76,19.56
O0104879,2026-05-02,C00187,P0064,S002,4,0.05,Card,7437.12,371.856,7065.26,5944.6,1120.66
O0104880,2025-07-27,C02027,P0009,S012,3,0.0,Card,6449.73,0.0,6449.73,4501.47,1948.26
O0104881,2026-06-06,C02155,P0065,S011,4,0.0,Card,1520.16,0.0,1520.16,1225.2,294.96
O0104882,2025-10-15,C05481,P0152,S001,5,0.0,Card,11007.8,0.0,11007.8,8861.95,2145.85
O0104883,2025-03-07,C01777,P0180,S014,2,0.15,Card,204.72,30.708,174.01,167.06,6.95
O0104884,2025-11-23,C04612,P0090,S013,5,0.0,Card,5594.049999999999,0.0,5594.05,3796.55,1797.5
O0104885,2025-02-04,C00920,P0081,S008,4,0.05,Card,3052.84,152.64200000000002,2900.2,2103.2,797.0
O0104886,2026-01-19,C00664,P0098,S005,5,0.1,Cash,3540.4,354.04,3186.36,2693.45,492.91
O0104887,2025-02-14,C05253,P0061,S008,2,0.0,Card,2174.06,0.0,2174.06,1544.66,629.4
O0104888,2025-11-30,C04206,P0009,S003,5,0.05,Card,10749.55,537.4775,10212.07,7502.45,2709.62
O0104889,2025-03-29,C00787,P0109,S013,1,0.05,Card,417.75,20.887500000000003,396.86,287.83,109.03
O0104890,2025-05-04,C04356,P0133,S008,4,0.05,Card,1448.8,72.44,1376.36,1212.44,163.92
O0104891,2025-04-19,C02766,P0166,S005,3,0.0,Card,2629.77,0.0,2629.77,2220.66,409.11
O0104892,2025-07-17,C04565,P0013,S014,5,0.0,Card,6092.849999999999,0.0,6092.85,5140.25,952.6
O0104893,2025-11-27,C01896,P0122,S011,2,0.1,Card,1706.04,170.604,1535.44,1152.04,383.4
O0104894,2026-04-16,C00581,P0162,S012,1,0.1,Card,661.44,66.144,595.3,435.41,159.89
O0104895,2025-12-20,C04729,P0008,S004,3,0.0,Card,3148.0199999999995,0.0,3148.02,2584.53,563.49
O0104896,2026-01-25,C04352,P0134,S012,2,0.05,Bank Transfer,3037.56,151.878,2885.68,2010.38,875.3
O0104897,2026-04-11,C05554,P0043,S002,5,0.05,Card,13780.1,689.0050000000001,13091.1,8931.75,4159.35
O0104898,2025-09-09,C00704,P0092,S013,5,0.1,Card,3413.8,341.38000000000005,3072.42,2864.25,208.17
O0104899,2025-02-23,C01249,P0070,S014,3,0.0,Cash,2612.25,0.0,2612.25,2265.33,346.92
O0104900,2025-05-10,C02261,P0173,S011,5,0.0,Cash,7516.0,0.0,7516.0,5337.15,2178.85
O0104901,2026-06-25,C00266,P0073,S003,4,0.05,Card,8537.16,426.858,8110.3,5782.52,2327.78
O0104902,2026-03-31,C03372,P0109,S012,2,0.0,Online,835.5,0.0,835.5,575.66,259.84
O0104903,2026-06-27,C04169,P0092,S010,5,0.1,Card,3413.8,341.38000000000005,3072.42,2864.25,208.17
O0104904,2025-05-17,C03476,P0167,S004,5,0.0,Card,8718.300000000001,0.0,8718.3,6322.9,2395.4
O0104905,2025-03-23,C04782,P0063,S012,3,0.0,Cash,690.12,0.0,690.12,595.35,94.77
O0104906,2026-05-09,C02707,P0073,S005,4,0.05,Online,8537.16,426.858,8110.3,5782.52,2327.78
O0104907,2026-06-30,C01802,P0033,S003,2,0.0,Cash,2581.92,0.0,2581.92,1746.64,835.28
O0104908,2025-08-29,C05846,P0050,S001,4,0.1,Card,1991.56,199.156,1792.4,1684.32,108.08
O0104909,2026-06-20,C03576,P0150,S006,2,0.1,Cash,4307.12,430.712,3876.41,2819.58,1056.83
O0104910,2025-12-28,C03042,P0036,S008,3,0.1,Online,219.6,21.960000000000004,197.64,146.07,51.57
O0104911,2026-04-07,C04554,P0019,S011,2,0.1,Card,2206.7,220.67,1986.03,1474.86,511.17
O0104912,2025-05-02,C03926,P0031,S007,3,0.0,Card,3812.19,0.0,3812.19,3185.64,626.55
O0104913,2025-11-09,C00671,P0146,S013,2,0.15,Card,170.4,25.56,144.84,108.86,35.98
O0104914,2025-03-25,C04721,P0135,S004,3,0.2,Card,3132.78,626.556,2506.22,2437.08,69.14
O0104915,2026-02-17,C03374,P0072,S003,4,0.1,Online,1134.68,113.46800000000002,1021.21,749.64,271.57
O0104916,2025-05-10,C05078,P0040,S003,5,0.2,Card,5073.0,1014.6,4058.4,3369.75,688.65
O0104917,2026-04-12,C00796,P0031,S013,1,0.0,Card,1270.73,0.0,1270.73,1061.88,208.85
O0104918,2025-11-01,C02100,P0052,S001,5,0.0,Card,10442.3,0.0,10442.3,7246.9,3195.4
O0104919,2026-01-10,C05469,P0085,S013,3,0.0,Online,6781.62,0.0,6781.62,4299.78,2481.84
O0104920,2026-01-11,C04923,P0153,S007,3,0.05,Card,2230.08,111.504,2118.58,1890.66,227.92
O0104921,2026-05-08,C00839,P0113,S002,2,0.1,Card,2457.54,245.754,2211.79,1661.64,550.15
O0104922,2025-09-20,C03768,P0099,S007,4,0.0,Card,9774.56,0.0,9774.56,6616.04,3158.52
O0104923,2025-08-05,C00463,P0004,S008,1,0.1,Card,1027.06,102.706,924.35,644.6,279.75
O0104924,2026-03-06,C01599,P0127,S013,5,0.05,Cash,3229.55,161.4775,3068.07,2561.45,506.62
O0104925,2025-08-07,C04476,P0103,S011,1,0.0,Card,1690.36,0.0,1690.36,1400.41,289.95
O0104926,2025-03-24,C03343,P0081,S007,3,0.0,Card,2289.63,0.0,2289.63,1577.4,712.23
O0104927,2025-12-11,C02041,P0061,S005,1,0.05,Cash,1087.03,54.3515,1032.68,772.33,260.35
O0104928,2026-05-27,C04103,P0161,S007,5,0.05,Card,406.1,20.305000000000003,385.8,315.0,70.8
O0104929,2025-12-15,C05874,P0116,S009,3,0.0,Card,3561.33,0.0,3561.33,2759.85,801.48
O0104930,2025-11-24,C00308,P0063,S001,5,0.15,Card,1150.2,172.53,977.67,992.25,-14.58
O0104931,2025-05-26,C05277,P0167,S007,4,0.1,Card,6974.64,697.464,6277.18,5058.32,1218.86
O0104932,2025-07-01,C04589,P0109,S007,2,0.0,Card,835.5,0.0,835.5,575.66,259.84
O0104933,2025-11-25,C02114,P0007,S004,3,0.0,Card,2664.36,0.0,2664.36,2019.36,645.0
O0104934,2025-10-26,C03421,P0141,S013,1,0.05,Card,1232.01,61.6005,1170.41,975.75,194.66
O0104935,2026-05-30,C01940,P0020,S013,3,0.05,Cash,741.96,37.098000000000006,704.86,513.57,191.29
O0104936,2025-08-30,C01366,P0139,S001,1,0.05,Card,675.32,33.766000000000005,641.55,446.16,195.39
O0104937,2026-01-05,C04159,P0020,S011,4,0.1,Card,989.28,98.928,890.35,684.76,205.59
O0104938,2026-03-18,C02912,P0014,S001,2,0.0,Card,2328.0,0.0,2328.0,1706.52,621.48
O0104939,2025-12-31,C01098,P0168,S008,1,0.05,Online,1064.39,53.21950000000001,1011.17,899.48,111.69
O0104940,2025-06-06,C01074,P0157,S003,1,0.0,Online,780.71,0.0,780.71,677.14,103.57
O0104941,2026-03-26,C04332,P0054,S009,4,0.05,Online,5000.0,250.0,4750.0,3538.28,1211.72
O0104942,2025-12-07,C00210,P0083,S012,2,0.05,Bank Transfer,3051.24,152.56199999999998,2898.68,2618.06,280.62
O0104943,2025-09-20,C04625,P0077,S003,3,0.1,Card,2553.15,255.315,2297.83,2003.55,294.28
O0104944,2026-02-03,C04197,P0151,S010,2,0.05,Card,2167.26,108.363,2058.9,1595.52,463.38
O0104945,2026-03-30,C02666,P0024,S006,2,0.0,Card,3113.88,0.0,3113.88,2524.96,588.92
O0104946,2026-06-15,C02014,P0129,S006,4,0.1,Card,3220.48,322.048,2898.43,2705.4,193.03
O0104947,2026-02-07,C05563,P0116,S008,3,0.0,Bank Transfer,3561.33,0.0,3561.33,2759.85,801.48
O0104948,2025-02-19,C05185,P0014,S013,3,0.0,Cash,3492.0,0.0,3492.0,2559.78,932.22
O0104949,2025-11-22,C04369,P0166,S004,4,0.1,Card,3506.36,350.636,3155.72,2960.88,194.84
O0104950,2025-12-06,C02252,P0138,S012,1,0.0,Card,1219.82,0.0,1219.82,887.45,332.37
O0104951,2025-02-08,C04792,P0086,S006,4,0.0,Online,1001.08,0.0,1001.08,720.56,280.52
